04/05/2017 16:46:48,159,0.1,30
04/05/2017 16:46:57,132,0.05,30
04/05/2017 16:47:19,125,-0.02,30
04/05/2017 16:47:27,128,-0.02,30
04/05/2017 16:47:49,126,0.07,30
04/05/2017 16:47:57,124,0.07,30
04/05/2017 16:48:19,128,0.04,30
04/05/2017 16:48:27,142,0.05,30
04/05/2017 16:48:49,139,0.08,30
04/05/2017 16:48:57,127,0.09,30
04/05/2017 16:49:19,136,0.06,30
04/05/2017 16:49:27,146,0.03,30
04/05/2017 16:49:49,176,-0.0,30
04/05/2017 16:49:57,167,0.01,30
04/05/2017 16:50:19,136,0.02,30
04/05/2017 16:50:27,155,0.04,30
04/05/2017 16:50:49,143,0.04,30
04/05/2017 16:50:58,129,0.03,30
04/05/2017 16:51:19,141,0.09,30
04/05/2017 16:51:28,135,0.09,30
04/05/2017 16:51:49,171,0.07,30
04/05/2017 16:51:58,190,0.06,30
04/05/2017 16:52:19,178,0.05,30
04/05/2017 16:52:28,153,0.05,30
04/05/2017 16:52:50,125,0.07,30
04/05/2017 16:52:58,136,0.06,30
04/05/2017 16:53:20,141,0.03,30
04/05/2017 16:53:28,149,0.05,30
04/05/2017 16:53:50,137,0.03,30
04/05/2017 16:53:58,118,0.01,30
04/05/2017 16:54:20,122,0.03,30
04/05/2017 16:54:28,145,0.08,30
04/05/2017 16:54:50,166,0.06,30
04/05/2017 16:54:58,165,0.03,30
04/05/2017 16:55:20,170,0.03,30
04/05/2017 16:55:28,174,0.05,30
04/05/2017 16:55:50,146,0.05,30
04/05/2017 16:55:58,134,0.04,30
04/05/2017 16:56:20,156,0.02,30
04/05/2017 16:56:28,174,0.01,30
04/05/2017 16:56:50,180,0.05,30
04/05/2017 16:56:58,165,0.06,30
04/05/2017 16:57:20,172,0.02,30
04/05/2017 16:57:29,182,0.03,30
04/05/2017 16:57:50,139,0.06,30
04/05/2017 16:57:59,126,0.06,30
04/05/2017 16:58:20,170,0.09,30
04/05/2017 16:58:29,192,0.07,30
04/05/2017 16:58:50,187,0.02,30
04/05/2017 16:58:59,171,0.01,30
04/05/2017 16:59:20,146,0.01,30
04/05/2017 16:59:29,149,0.04,30
04/05/2017 16:59:51,123,0.11,30
04/05/2017 16:59:59,100,0.1,30
04/05/2017 17:00:21,149,0.05,30
04/05/2017 17:00:30,157,0.06,30
04/05/2017 17:00:51,234,0.05,30
04/05/2017 17:01:00,254,0.05,30
04/05/2017 17:01:21,189,0.03,30
04/05/2017 17:01:30,180,0.05,30
04/05/2017 17:01:51,141,0.12,30
04/05/2017 17:02:00,150,0.09,30
04/05/2017 17:02:21,173,0.07,30
04/05/2017 17:02:30,168,0.04,30
04/05/2017 17:02:51,149,0.04,30
04/05/2017 17:03:00,145,0.11,30
04/05/2017 17:03:21,156,0.1,30
04/05/2017 17:03:30,176,0.06,30
04/05/2017 17:03:51,182,0.06,30
04/05/2017 17:04:00,169,0.07,30
04/05/2017 17:04:22,167,0.09,30
04/05/2017 17:04:30,169,0.06,30
04/05/2017 17:04:52,193,0.07,30
04/05/2017 17:05:00,191,0.08,30
04/05/2017 17:05:22,158,0.12,30
04/05/2017 17:05:30,162,0.14,30
04/05/2017 17:05:52,168,0.03,30
04/05/2017 17:06:00,153,0.02,30
04/05/2017 17:06:22,166,0.05,30
04/05/2017 17:06:31,180,0.04,30
04/05/2017 17:06:52,173,0.08,30
04/05/2017 17:07:01,171,0.08,30
04/05/2017 17:07:23,159,0.03,30
04/05/2017 17:07:31,143,0.03,30
04/05/2017 17:07:53,111,0.05,30
04/05/2017 17:08:01,109,0.04,30
04/05/2017 17:08:23,147,0.05,30
04/05/2017 17:08:31,155,0.04,30
04/05/2017 17:08:53,128,0.01,30
04/05/2017 17:09:01,133,0.04,30
04/05/2017 17:09:23,175,0.1,30
04/05/2017 17:09:31,177,0.06,30
04/05/2017 17:09:53,199,-0.13,30
04/05/2017 17:10:01,199,-0.13,30
04/05/2017 17:10:23,145,0.05,30
04/05/2017 17:10:32,145,0.05,30
04/05/2017 17:10:53,199,-0.13,30
04/05/2017 17:11:02,182,-0.14,30
04/05/2017 17:11:23,164,0.05,30
04/05/2017 17:11:32,167,0.06,30
04/05/2017 17:11:54,162,0.03,30
